O*NET-SOC Code,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Change in Employment
25-1192,4.62,4.25,4.12,4.75,2.88,2.25,4.0,4.12,4.25,4.0,3.25,3.0,2.88,2.5,4.25,3.0,3.25,2.25,0.75,0.0,0.0,0.75,0.62,0.0,0.0,0.38,0.0,1.38,3.62,3.12,3.25,3.12,0.88,1.38,2.62,-1470.0
25-1193,4.25,4.0,4.12,4.12,2.62,2.75,4.0,4.0,4.0,4.0,3.88,3.25,3.12,3.0,4.25,3.0,3.38,2.62,1.0,0.0,0.0,0.38,1.12,0.0,0.0,0.75,0.0,1.12,3.88,3.12,3.12,3.38,1.38,1.25,2.88,-2770.0
25-1194,3.88,4.0,4.0,4.0,2.25,1.0,3.75,4.0,4.0,4.0,3.25,3.0,3.0,3.0,4.0,3.0,3.12,2.62,1.12,2.12,0.25,0.62,2.5,1.88,1.38,1.88,1.25,2.38,3.0,2.62,2.88,3.0,1.5,1.88,2.88,-8990.0
25-2011,3.25,3.12,3.0,3.12,1.88,0.62,3.12,3.0,4.0,3.5,3.62,3.62,3.0,2.88,3.25,3.0,3.0,1.38,0.62,0.38,0.0,0.0,1.0,0.0,0.0,0.75,0.0,1.75,3.0,2.0,2.12,3.0,0.62,1.25,2.88,78930.0
25-2012,3.75,4.0,3.25,3.25,2.25,0.5,3.75,3.12,3.88,4.0,4.0,3.38,3.12,3.12,3.25,3.12,3.12,0.88,0.88,0.0,0.0,0.5,1.25,0.0,0.0,0.62,0.0,1.0,3.12,3.0,3.0,3.25,0.25,0.88,3.0,-33950.0
25-2021,4.0,4.0,3.88,4.0,2.75,1.75,4.0,3.88,4.5,4.25,4.0,3.62,3.0,3.0,4.12,3.38,3.38,1.62,0.88,0.5,0.0,0.5,0.88,0.38,0.0,0.25,0.0,1.12,3.62,3.12,3.12,3.38,0.25,1.0,2.88,77460.0
25-2022,4.0,4.0,4.0,4.0,3.0,0.88,3.62,3.88,4.0,4.0,4.0,3.62,3.12,3.12,4.0,3.38,3.12,0.38,0.88,0.0,0.0,0.62,1.0,0.0,0.0,0.38,0.0,1.12,3.25,3.0,3.0,3.5,0.62,1.0,3.0,-8290.0
25-2023,4.12,4.0,3.62,4.0,2.38,1.38,3.88,3.5,4.0,3.75,3.88,3.12,3.0,2.75,4.0,3.12,3.0,2.62,0.88,0.62,0.0,0.75,1.75,1.62,0.25,1.38,0.38,1.88,3.0,3.0,3.12,3.0,1.12,2.0,2.62,-2140.0
25-2031,4.12,4.12,3.88,4.12,3.0,1.75,3.88,3.75,4.38,4.12,3.88,3.38,3.12,2.88,4.12,3.5,3.5,1.25,0.88,0.38,0.0,0.75,0.62,0.38,0.0,0.0,0.0,1.38,3.62,3.12,3.12,3.38,0.88,1.75,3.0,75470.0
25-2032,4.12,4.12,3.88,4.12,3.12,0.88,3.88,3.75,4.0,4.0,3.75,3.62,3.75,3.25,4.12,3.5,3.38,0.62,1.0,1.0,0.0,1.0,2.0,1.88,0.75,1.62,0.62,1.62,3.12,3.0,3.25,3.38,0.88,2.0,2.62,-7040.0
25-2051,4.12,4.12,4.0,4.25,2.12,1.5,3.88,3.75,4.0,4.0,4.0,3.5,3.12,2.88,3.25,3.5,3.38,1.25,0.75,0.25,0.0,1.0,1.25,0.0,0.0,0.5,0.0,1.25,3.38,3.25,3.25,3.0,0.38,1.12,2.75,-1740.0
25-2059,4.0,4.12,3.88,4.0,2.0,0.88,3.88,3.88,4.0,3.88,4.12,3.88,3.62,3.12,3.62,3.75,3.38,2.0,1.12,0.25,0.0,0.25,2.0,0.5,0.0,0.88,0.0,1.75,3.88,3.0,3.25,3.25,0.5,1.38,2.88,-4020.0
25-3011,3.88,3.75,3.88,4.0,2.5,0.62,3.5,3.25,3.88,3.88,3.75,3.38,3.0,3.12,4.0,3.12,3.0,0.62,1.12,0.0,0.0,0.62,1.12,0.0,0.0,0.0,0.0,0.12,3.0,2.88,2.88,3.25,0.12,0.12,2.88,-14040.0
25-3021,3.75,3.25,3.12,3.62,1.62,0.38,3.12,3.12,3.5,3.12,3.25,3.0,2.88,2.0,3.25,3.0,2.88,1.5,0.75,0.0,0.0,0.75,1.38,0.75,0.0,0.62,0.0,1.25,3.0,2.12,2.12,2.75,0.25,0.5,2.25,50420.0
25-4011,4.0,3.88,4.0,3.88,2.12,1.12,3.88,3.25,2.88,3.12,3.0,3.0,2.88,2.62,3.12,3.0,3.12,2.12,1.25,0.0,0.0,0.88,1.5,0.0,0.0,0.62,0.0,1.5,3.25,3.12,2.88,3.0,1.88,2.12,3.0,1200.0
25-4012,4.62,4.25,4.62,4.12,3.0,1.25,4.38,4.12,3.5,4.0,3.38,3.75,3.62,3.38,3.38,3.0,3.62,2.38,0.88,0.12,0.12,1.0,1.25,0.38,0.0,0.5,0.0,2.5,3.88,3.38,3.75,3.62,3.62,3.75,3.62,1690.0
25-4013,4.12,3.88,3.75,3.5,2.5,2.25,3.38,3.12,3.0,3.25,3.0,3.12,2.5,2.5,3.12,2.75,3.0,0.5,1.38,1.0,0.5,0.62,2.0,1.38,0.38,1.0,0.88,2.75,3.12,2.75,2.75,2.88,1.12,1.62,2.12,3240.0
25-4031,3.88,3.12,3.0,3.0,2.12,0.25,3.25,2.88,2.88,2.88,2.88,3.0,2.0,1.5,2.88,3.25,2.0,1.0,0.5,0.12,0.0,0.75,1.0,0.88,0.62,0.75,0.12,0.5,2.5,2.0,1.88,2.62,1.0,1.38,2.62,-5540.0
25-9021,4.5,4.12,4.12,4.12,3.62,2.88,4.12,4.5,4.25,4.0,4.0,4.0,3.75,3.62,3.88,3.88,3.88,2.75,1.62,0.12,0.0,1.5,2.25,2.62,0.0,0.12,0.0,1.12,3.88,3.75,3.75,3.5,2.88,2.38,3.12,-180.0
25-9031,4.62,4.38,4.5,4.38,2.88,0.62,4.12,4.12,4.75,4.25,4.0,3.88,3.38,3.38,4.25,3.62,3.88,1.5,0.75,0.12,0.0,0.62,1.25,0.0,0.0,0.5,0.0,1.5,4.12,3.75,3.88,3.88,2.38,2.5,3.38,42910.0
27-1011,3.88,4.0,4.0,4.0,2.88,0.38,4.0,3.75,3.25,3.75,3.12,4.12,3.62,3.5,3.62,3.25,3.62,3.25,1.0,1.25,0.0,0.88,1.38,0.12,0.88,1.25,1.0,2.38,3.75,3.0,3.5,3.88,3.38,2.88,3.5,9750.0
27-1012,2.75,2.75,2.62,2.88,2.0,0.38,3.12,2.62,2.25,2.75,2.88,2.12,2.88,2.12,0.38,2.88,2.88,2.38,1.25,2.12,0.0,0.5,1.88,2.0,1.62,1.62,1.62,2.5,2.62,1.75,1.75,2.12,2.0,2.12,1.75,-120.0
27-1013,3.12,3.25,2.75,2.88,1.38,0.0,3.25,3.38,2.38,2.88,2.75,2.25,2.0,1.75,0.88,2.5,2.88,2.75,1.25,1.62,0.0,0.62,2.0,1.88,0.0,1.38,0.0,2.5,3.0,2.0,2.12,2.75,1.75,1.38,1.25,250.0
27-1014,4.0,3.88,3.0,3.5,2.38,0.12,3.75,3.38,3.0,3.25,2.88,3.62,3.0,3.0,3.0,2.88,3.25,1.75,1.75,1.12,0.0,1.62,1.88,2.0,0.0,0.12,0.0,0.88,3.12,3.0,2.75,3.0,1.88,1.88,2.5,340.0
27-1021,4.12,4.0,3.88,4.0,3.5,2.75,4.0,4.0,2.88,3.75,3.25,3.62,3.62,2.75,2.88,2.38,3.88,3.88,3.62,1.88,0.0,1.5,2.5,1.5,0.0,0.88,0.0,2.88,3.75,3.5,3.75,3.12,1.75,2.12,2.88,3360.0
27-1022,3.75,3.88,3.5,3.62,2.25,0.25,3.62,3.38,3.12,3.75,3.75,3.75,3.5,3.38,3.12,3.25,3.38,3.38,0.62,0.62,0.0,0.62,1.88,0.0,0.0,1.0,0.0,2.0,3.62,3.0,3.5,3.88,2.75,2.62,3.12,4190.0
27-1023,3.0,3.12,2.75,3.38,2.12,0.25,3.38,2.88,2.12,2.88,3.0,2.88,2.88,2.5,2.25,3.0,2.62,2.75,0.5,0.62,0.0,0.38,0.38,0.38,0.0,0.0,0.0,1.38,2.75,1.88,1.5,2.88,1.75,2.25,2.25,-3280.0
27-1024,3.75,3.38,3.12,3.5,2.12,0.25,3.62,3.12,2.75,3.12,2.88,3.0,3.0,2.88,2.88,2.88,3.0,3.12,1.5,0.38,0.0,0.75,1.62,0.25,0.0,0.0,0.0,1.25,3.0,2.62,2.75,3.0,1.38,1.0,2.38,18390.0
27-1025,3.88,4.0,3.75,4.0,3.12,0.5,4.0,3.25,2.62,3.38,3.38,3.75,3.62,3.5,3.0,3.62,3.5,3.25,1.12,0.12,0.0,0.88,1.75,0.75,0.0,0.88,0.0,1.62,3.38,2.88,2.75,3.0,2.88,2.75,3.0,15640.0
27-1026,3.12,3.12,2.88,3.25,1.38,0.25,3.38,3.0,2.0,2.88,2.88,3.12,3.0,2.25,2.38,2.88,2.88,2.0,0.75,0.5,0.12,0.5,1.0,1.0,0.0,0.75,0.0,1.75,3.0,2.38,2.38,2.88,0.75,1.5,2.38,47850.0
27-1027,4.0,3.88,3.12,3.62,3.38,0.88,3.75,3.12,2.75,3.5,3.12,3.5,3.25,3.0,3.0,3.12,3.88,3.75,1.62,1.38,0.62,0.88,1.88,1.25,0.5,1.0,0.38,2.25,3.12,3.0,2.88,3.62,2.75,2.75,3.38,1580.0
27-2011,3.88,3.62,3.38,4.0,0.0,0.5,3.0,2.62,2.5,3.0,3.75,3.0,2.75,2.62,2.62,2.25,2.62,1.38,0.38,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,3.0,1.62,1.62,3.0,0.0,0.0,2.38,-6590.0
27-2012,4.0,4.0,3.6550000000000002,4.0,2.315,0.31,4.0,3.6550000000000002,3.0949999999999998,3.97,3.685,4.0,3.25,3.4699999999999998,3.25,2.94,3.56,1.94,0.7150000000000001,0.125,0.0,0.7150000000000001,1.905,1.44,0.0,0.53,0.0,1.72,3.715,3.375,3.2800000000000002,3.815,2.315,2.375,3.625,31910.0
27-2021,3.0,3.25,2.88,3.0,1.5,1.0,3.12,3.0,3.0,3.0,3.0,3.75,2.5,2.38,3.0,2.75,2.88,2.0,0.88,0.0,0.0,0.0,1.88,1.38,0.88,1.0,0.0,1.38,2.88,2.12,2.38,3.0,1.0,1.12,2.5,-190.0
27-2022,4.0,4.0,4.0,4.0,2.0,1.12,4.0,4.0,4.0,4.75,4.0,4.12,4.12,4.0,4.75,3.88,3.88,2.88,1.5,1.38,0.0,0.38,2.0,1.25,0.0,1.0,0.0,2.5,4.12,3.88,4.12,4.0,2.38,2.62,4.38,29630.0
27-2023,3.12,3.0,2.5,3.12,2.12,0.75,3.5,3.0,2.88,3.12,2.75,3.0,2.62,2.75,2.75,2.75,2.75,1.0,0.5,0.12,0.0,0.0,0.75,0.12,0.12,0.38,0.0,1.0,3.0,2.0,1.88,2.88,0.0,0.0,2.0,2610.0
27-2031,2.88,3.0,2.5,3.0,0.38,0.0,2.62,2.88,2.75,3.0,3.0,3.75,2.62,2.12,2.75,2.62,2.12,0.62,0.12,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,2.25,1.75,1.38,2.5,0.0,0.0,2.0,-1550.0
27-2032,3.25,3.88,3.0,4.0,1.0,0.5,3.5,3.25,3.38,3.62,3.75,4.0,3.0,2.88,4.25,3.12,3.12,2.88,0.88,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.62,3.12,2.75,2.75,3.38,0.75,1.12,3.5,-1400.0
27-2041,3.44,3.69,3.5,3.63,1.44,0.56,3.56,3.06,2.94,3.44,3.25,3.63,2.88,2.81,3.25,2.94,3.25,2.31,0.75,0.12,0.0,0.62,0.75,0.0,0.0,0.0,0.0,0.62,3.31,2.69,3.0,3.31,1.56,1.19,3.06,-11300.0
27-2042,3.0,3.06,2.69,3.06,0.69,0.0,3.06,2.88,2.5,3.13,3.06,3.31,2.62,2.25,2.62,2.56,2.44,1.37,0.62,0.0,0.0,0.0,1.25,0.5,0.0,0.44,0.0,0.88,2.81,2.12,2.12,2.56,0.44,0.5,1.88,2230.0
27-3011,3.88,4.0,4.0,4.38,1.25,0.0,3.88,3.25,2.38,3.38,3.75,3.5,2.88,2.88,2.12,3.0,3.0,1.25,0.62,0.75,0.0,0.38,2.0,1.75,0.62,0.75,0.62,1.62,3.12,2.0,2.0,3.12,0.62,0.62,2.12,-990.0
27-3031,4.0,4.0,3.88,4.12,1.88,0.25,4.0,3.62,3.0,3.25,4.12,4.0,3.62,3.38,3.0,3.25,3.38,2.75,1.38,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.5,4.0,3.25,3.25,4.0,1.38,1.5,3.0,36700.0
27-3041,5.12,4.0,5.0,4.0,2.38,0.0,4.0,3.88,3.0,3.38,3.5,3.38,3.38,3.5,3.12,2.75,3.12,1.5,0.62,0.0,0.0,0.75,1.5,0.25,0.0,0.0,0.0,3.25,3.38,3.12,2.75,4.0,0.75,0.5,3.38,-1380.0
27-3042,4.88,3.88,5.0,3.75,0.62,0.25,3.88,3.62,2.25,3.0,2.75,3.0,2.88,2.38,2.75,1.88,3.0,2.5,0.38,0.0,0.0,0.38,0.5,0.0,0.0,0.12,0.0,1.88,3.0,2.12,1.25,3.0,0.38,0.62,2.12,2550.0
27-3043,4.37,3.75,4.9350000000000005,3.69,1.19,0.81,3.75,3.5,2.685,3.185,3.25,3.06,3.25,2.69,2.5,2.435,3.19,1.935,0.75,0.25,0.0,0.62,1.125,0.815,0.0,0.0,0.0,0.625,3.25,2.25,2.25,3.0,0.94,0.88,1.875,2360.0
27-3091,4.0,4.25,4.0,4.0,1.25,0.12,3.88,3.0,3.12,3.75,3.62,3.0,2.38,2.25,3.0,3.12,3.0,0.75,1.0,0.0,0.0,0.12,1.38,0.0,0.0,0.25,0.0,1.25,3.0,2.12,2.12,3.0,0.38,0.38,2.5,9410.0
27-4011,3.62,3.25,3.12,3.12,2.0,0.0,3.75,3.0,3.0,3.38,3.0,3.12,2.5,2.5,3.0,3.12,3.0,1.62,1.75,2.25,2.12,1.25,3.12,3.0,2.38,2.88,2.5,3.0,2.88,2.88,2.75,3.0,1.0,1.75,2.75,13760.0
27-4012,3.62,3.62,3.12,3.25,2.88,1.0,3.38,3.12,3.0,3.62,3.0,3.0,2.38,2.12,2.88,2.25,3.25,2.0,2.25,3.0,2.0,1.88,3.62,3.0,2.88,3.12,2.62,3.25,3.12,3.0,2.88,3.12,1.25,1.5,2.88,2050.0
27-4014,3.5,3.5,3.12,3.12,2.0,0.38,3.62,3.12,2.88,3.5,3.0,3.12,3.12,2.88,2.88,3.0,3.25,0.5,1.88,2.62,0.5,1.0,3.0,3.0,2.62,2.75,2.5,3.0,3.0,3.0,3.12,3.0,1.38,1.75,2.62,-860.0
27-4021,3.12,3.62,2.88,3.25,1.75,1.5,3.25,3.12,2.88,3.12,3.0,3.0,3.0,2.88,2.88,3.12,3.0,2.88,1.62,2.25,0.38,0.62,2.25,2.0,1.0,1.75,0.75,2.5,3.0,2.38,2.38,3.0,0.88,1.12,2.88,-1630.0
27-4031,3.25,3.25,2.88,3.12,1.88,0.0,3.5,3.0,2.88,3.12,3.12,3.75,2.88,2.38,2.75,2.88,3.12,2.12,2.0,2.88,0.12,0.5,3.0,2.88,2.0,2.12,1.88,3.0,3.12,2.12,2.12,3.12,0.75,1.62,2.75,3190.0
27-4032,3.75,3.75,3.12,3.25,1.75,0.0,3.5,3.25,2.75,3.0,2.88,3.0,3.0,2.62,2.62,2.62,3.12,2.0,1.38,1.25,0.0,0.62,2.12,1.25,0.5,1.25,0.5,2.38,3.12,2.88,2.75,3.0,0.88,0.75,1.88,3110.0
29-1011,4.5,4.12,3.88,3.88,2.5,3.75,4.12,3.88,3.12,3.38,3.88,3.38,3.25,2.5,3.12,3.75,3.62,2.25,0.75,0.0,0.0,0.5,1.62,1.75,0.0,0.62,0.0,1.88,3.62,3.12,3.25,3.25,1.5,1.75,2.88,5180.0
29-1021,5.0,4.0,4.0,4.0,3.0,3.75,4.38,4.5,3.75,4.0,3.75,4.0,3.88,3.12,3.88,3.75,4.12,2.38,2.12,2.12,0.38,0.75,2.62,2.88,0.88,1.5,0.62,2.75,4.12,3.0,3.0,4.0,3.0,3.0,3.75,12740.0
29-1022,5.25,4.0,3.88,4.12,2.75,3.88,4.75,4.5,3.38,3.88,3.88,3.5,3.25,2.75,3.5,3.88,4.38,3.38,1.88,1.88,0.0,0.5,2.38,3.0,1.38,1.5,1.25,2.62,4.12,3.25,3.5,3.25,1.5,1.5,3.12,-470.0
29-1023,4.12,3.88,4.0,4.0,2.38,3.62,4.0,3.88,3.38,3.75,3.75,3.62,3.25,3.25,3.75,3.38,3.62,3.88,1.75,1.25,0.12,0.25,2.75,2.25,0.0,1.12,0.0,2.12,3.75,3.0,2.88,4.0,1.5,1.88,3.25,-200.0
29-1024,3.88,3.88,3.38,3.88,2.5,3.12,4.0,3.25,3.12,3.5,3.75,3.12,3.0,2.88,3.25,3.5,3.75,3.62,2.12,1.38,0.38,0.62,2.5,2.38,1.12,2.25,1.0,3.0,3.38,2.5,2.5,3.38,2.0,2.0,3.25,-140.0
29-1031,4.88,4.0,4.25,4.12,3.0,3.62,4.12,4.12,4.12,4.12,4.25,3.88,4.0,3.62,3.88,4.12,4.12,3.38,1.25,0.0,0.0,1.0,1.75,0.0,0.0,0.62,0.0,3.0,4.0,3.5,3.62,3.5,3.38,2.88,3.5,8180.0
29-1041,4.88,4.25,4.0,4.0,3.0,3.88,4.25,3.88,3.12,3.5,3.88,3.5,3.38,3.0,3.25,3.75,3.88,2.12,0.88,0.0,0.0,1.12,2.12,2.25,0.0,1.88,0.0,2.88,3.88,3.12,3.12,3.25,2.12,2.12,3.12,6080.0
29-1051,4.88,4.25,4.0,4.12,3.38,3.75,4.38,3.88,3.5,4.25,3.75,3.62,3.12,3.0,3.88,3.75,3.5,2.88,0.75,0.25,0.0,0.75,1.88,0.12,0.0,1.12,0.0,2.5,3.75,3.0,3.38,3.62,2.0,2.75,3.5,20420.0
29-1071,4.5,4.0,3.75,3.875,2.94,3.38,4.1850000000000005,3.87,3.315,3.94,3.87,3.75,3.19,3.0,3.625,3.81,3.69,1.935,1.25,1.25,0.31,0.8700000000000001,2.75,1.69,0.875,1.81,0.94,2.565,3.87,3.0,3.435,3.435,1.25,1.75,2.94,28420.0
29-1081,5.38,4.62,3.88,4.25,3.0,3.75,4.25,4.75,3.62,3.62,4.0,3.75,3.38,3.12,3.75,3.75,4.0,2.62,2.25,1.62,0.0,0.75,2.25,2.25,0.0,2.0,0.0,2.5,4.12,3.25,3.12,3.5,2.88,2.88,3.12,860.0
29-1122,4.0,4.0,4.0,4.0,1.94,2.065,3.94,3.88,3.88,4.0,4.0,3.5,3.12,2.94,3.875,3.75,3.625,1.875,1.5,0.25,0.0,0.75,2.185,1.5,0.0,0.81,0.0,1.565,3.63,3.12,3.12,3.5,0.8700000000000001,1.375,2.94,23050.0
29-1123,4.38,4.12,4.0,4.12,2.62,2.75,3.88,3.25,3.12,3.88,4.0,3.75,3.12,3.0,3.62,4.0,3.38,2.75,1.62,0.88,0.25,0.88,2.12,1.75,0.62,1.75,0.62,1.88,3.88,3.12,3.0,3.75,1.12,1.5,3.12,32680.0
29-1124,3.88,3.88,3.25,3.5,2.88,3.0,3.75,3.0,3.0,3.38,3.62,3.12,2.75,2.5,3.38,3.25,3.0,2.62,1.0,2.62,0.0,1.12,3.38,3.5,2.75,2.75,2.12,3.38,3.12,2.75,2.75,3.25,1.0,1.38,2.88,1480.0
29-1125,3.88,4.0,3.88,3.88,2.0,2.0,4.0,3.38,3.38,3.62,4.0,3.75,3.75,3.25,3.75,3.88,3.5,2.88,1.12,0.25,0.0,0.75,2.0,1.5,0.0,0.88,0.0,1.25,3.38,2.75,2.5,3.38,1.5,1.62,3.0,1120.0
29-1126,4.0,3.88,3.5,4.0,2.88,3.5,4.0,3.62,3.0,3.88,3.75,3.0,2.88,2.88,3.0,3.62,3.12,2.12,1.38,2.25,0.0,0.5,3.0,3.0,2.38,2.12,2.12,3.0,3.5,2.88,3.0,3.12,1.38,1.62,3.0,12680.0
29-1127,4.5,4.25,4.25,4.12,2.62,3.0,4.0,4.0,4.0,4.12,4.12,3.62,3.5,2.88,3.88,3.62,3.75,3.0,1.88,0.12,0.0,0.88,2.38,0.38,0.0,1.25,0.0,2.62,3.75,3.38,3.62,3.5,0.0,0.0,2.88,27860.0
29-1128,4.5,4.0,4.0,4.12,3.0,3.0,4.0,3.88,3.75,4.0,3.88,3.62,3.62,3.0,3.75,4.0,3.5,2.12,1.75,1.25,0.25,1.12,2.38,1.75,0.25,1.25,0.25,2.0,3.88,3.12,3.12,3.12,1.0,1.12,3.0,620.0
29-1129,4.0,4.0,3.875,4.0,1.87,1.315,4.0,3.815,3.815,4.0,4.6899999999999995,3.315,3.25,3.125,3.31,4.0,3.565,1.685,1.125,0.875,0.0,0.63,1.5,0.0,0.0,0.6200000000000001,0.0,1.13,3.815,3.12,3.25,3.25,0.94,1.5,3.0,400.0
29-1131,4.88,4.25,4.12,4.25,3.12,4.12,4.25,4.38,3.0,3.75,3.88,3.5,3.0,2.88,3.62,3.62,3.75,2.75,1.0,1.12,0.0,0.25,2.38,1.5,0.12,1.0,0.0,2.12,4.12,3.12,3.25,3.5,2.0,2.0,3.0,12070.0
29-1141,4.25,4.25,4.0,4.0,2.88,3.12,4.12,4.0,3.62,4.0,4.38,4.0,3.62,3.12,3.75,4.0,3.38,2.62,1.0,0.62,0.0,0.62,2.88,2.12,0.0,1.38,0.0,2.5,4.0,3.12,3.12,3.5,1.62,1.88,3.0,294970.0
29-1151,4.25,4.0,3.5,4.0,3.25,3.88,4.0,4.0,3.5,4.0,3.88,3.88,3.12,3.12,3.75,4.0,4.25,3.0,1.0,2.75,0.0,0.38,3.25,2.88,2.12,2.5,2.12,3.12,4.12,3.12,3.12,3.38,1.75,2.12,2.88,6980.0
29-1161,4.12,4.12,4.0,4.12,2.62,3.25,4.38,4.12,3.38,4.12,4.12,3.75,2.88,2.62,3.75,4.12,3.75,2.25,0.88,0.25,0.0,0.62,2.12,1.0,0.0,0.62,0.0,2.0,3.88,3.0,3.25,3.25,0.88,1.38,2.88,1820.0
29-1171,4.88,4.88,4.0,4.0,3.12,3.88,4.12,4.12,3.88,4.12,4.62,3.88,3.88,3.12,3.88,4.0,4.12,3.38,1.0,0.75,0.0,0.5,2.62,1.38,0.0,1.12,0.0,2.5,4.12,3.25,3.12,3.88,1.25,1.25,3.12,78550.0
29-1181,5.0,4.5,4.25,4.38,3.0,3.25,4.25,4.38,3.88,4.12,4.5,3.5,3.0,2.75,3.88,3.75,3.88,3.0,1.5,2.62,0.25,1.0,3.0,2.12,2.0,2.62,2.12,3.12,4.0,3.12,3.25,3.0,1.62,1.75,3.0,1340.0
29-2031,4.12,3.88,3.5,3.62,2.5,2.88,3.75,3.38,3.0,3.75,3.25,3.0,2.25,2.5,3.25,3.25,3.12,0.62,0.88,2.12,0.0,0.62,3.12,3.0,2.38,2.5,2.25,2.5,3.25,2.75,2.62,3.0,0.75,1.25,2.75,5030.0
29-2032,3.88,4.0,3.38,3.62,2.25,2.88,3.5,3.12,3.0,3.25,3.12,3.12,3.0,2.75,3.25,3.12,3.0,2.0,1.25,2.12,0.0,0.25,3.12,3.0,2.62,2.75,2.25,3.0,3.12,2.5,2.12,3.25,0.88,1.0,2.5,13030.0
29-2033,4.0,3.75,3.38,3.75,3.0,3.5,3.62,3.12,3.0,3.5,3.62,3.25,2.75,2.38,3.38,3.25,3.0,1.12,0.75,1.88,0.0,0.88,2.88,2.75,2.12,2.25,2.0,3.12,2.88,2.5,2.25,3.0,1.0,1.38,2.75,-2210.0
29-2034,3.88,3.81,3.25,3.75,2.25,2.19,3.37,3.06,2.81,3.25,3.38,3.25,2.62,2.25,3.0,3.06,2.88,0.81,0.94,0.81,0.0,0.62,3.06,3.12,0.63,1.81,0.25,2.5,3.0,2.06,2.12,3.0,0.81,0.88,2.69,13960.0
29-2035,3.88,3.88,3.25,3.75,2.62,2.25,3.62,3.0,3.0,3.88,3.12,3.0,3.0,2.88,3.0,3.0,3.12,0.38,0.75,2.12,0.0,0.88,3.12,2.88,1.25,2.62,0.88,2.88,3.0,2.88,3.0,3.0,0.88,1.5,2.25,4770.0
29-2051,3.25,3.12,3.12,3.25,3.0,1.75,3.12,3.12,3.12,3.88,3.12,3.12,3.0,2.62,3.0,3.5,3.0,2.25,1.0,0.0,0.0,0.5,2.75,2.12,0.0,1.75,0.0,2.88,3.0,2.88,2.88,3.0,2.0,2.0,2.88,540.0
29-2052,3.62,3.88,3.0,3.25,3.0,1.5,3.62,3.12,2.88,3.12,3.12,3.0,2.0,1.75,2.12,3.12,2.88,0.75,0.75,0.0,0.0,0.5,2.0,1.12,0.0,0.75,0.0,2.12,3.0,2.0,2.0,3.0,1.5,2.0,2.0,49020.0
29-2053,4.0,3.88,3.12,4.0,1.88,1.5,3.88,3.25,3.5,3.88,4.38,3.38,3.25,3.25,3.25,3.5,3.25,0.75,0.88,0.12,0.0,0.5,1.75,1.62,0.0,0.88,0.0,1.88,3.12,2.88,3.0,2.88,1.0,1.25,3.12,13930.0
29-2055,3.75,3.88,3.0,3.0,2.75,2.12,3.12,3.0,3.12,3.5,3.0,3.5,2.5,2.25,3.0,3.12,3.0,1.88,1.12,2.38,0.0,0.12,3.0,2.75,2.88,2.25,2.25,3.0,3.0,2.75,2.62,3.0,1.88,2.38,2.5,10550.0
29-2056,3.75,3.88,3.0,3.75,2.62,2.88,4.0,3.0,3.0,3.5,3.0,3.0,2.88,2.88,2.88,3.0,3.12,1.5,1.0,2.0,0.0,0.75,2.75,2.5,2.25,2.25,1.88,2.75,3.12,2.75,2.75,2.88,1.5,2.0,2.88,17350.0
29-2057,3.62,3.75,3.0,3.62,2.5,1.88,3.12,3.12,2.62,3.0,3.0,3.0,1.75,1.75,2.62,3.12,2.38,0.38,0.0,2.5,0.0,0.5,2.0,1.5,2.0,1.75,1.25,2.12,2.88,2.0,2.0,2.62,0.12,0.38,2.0,22130.0
29-2061,4.12,4.0,3.12,4.0,2.88,2.62,4.0,3.25,3.12,4.0,4.25,4.0,2.88,3.0,3.12,4.0,3.0,1.5,1.0,0.12,0.0,0.25,2.5,2.0,0.0,1.0,0.0,1.75,3.25,2.88,2.88,3.25,0.62,1.12,2.88,1900.0
29-2081,3.75,3.62,3.12,3.75,2.75,1.0,3.62,2.88,2.88,3.0,3.12,3.0,3.12,2.88,3.0,3.25,2.88,1.62,1.25,0.62,0.0,0.38,2.12,1.88,0.0,1.75,0.75,2.38,2.88,2.25,2.38,2.75,1.12,1.38,2.62,-780.0
29-2091,4.38,4.25,4.12,4.12,3.12,3.25,4.12,4.25,3.5,3.62,3.88,3.38,3.12,2.5,3.38,3.75,3.88,3.62,3.12,2.25,0.0,0.75,2.88,2.12,1.0,2.0,1.12,3.25,3.62,3.0,3.12,3.0,0.62,1.75,2.62,2000.0
29-2092,3.38,3.88,3.0,3.62,2.62,0.88,3.62,3.12,3.0,3.0,3.25,3.0,3.25,2.75,3.25,3.75,3.0,0.62,1.38,2.0,0.0,0.62,2.62,0.75,2.0,2.12,2.25,2.88,3.12,2.88,3.0,3.0,1.12,1.62,2.25,2640.0
